Age,Gender,Income,Education,Marital_Status,Employment_Years,Loan_Amount,Loan_Term,Credit_Score,Existing_Loans,Property_Type,Monthly_Debt,Approved_Flag
62,Male,35996,Graduate,Single,28,416936,48,616,0,Own,4212,P4
29,Male,33835,Not Graduate,Single,25,91916,48,810,2,Own,1955,P3
47,Female,144758,Graduate,Married,7,149283,24,698,4,Own,4523,P2
25,Female,100477,Graduate,Married,0,113872,24,603,5,Own,3687,P4
51,Female,172751,Not Graduate,Married,23,479843,12,511,1,Own,678,P3
65,Female,32279,Graduate,Single,26,180314,48,361,1,Own,1128,P4
23,Female,82891,Graduate,Married,28,166029,60,688,1,Rent,1877,P3
50,Male,26379,Graduate,Married,17,408588,12,816,5,Rent,4024,P4
63,Female,147696,Graduate,Married,14,455212,12,501,1,Rent,3270,P4
59,Female,174414,Graduate,Married,23,7466,24,495,2,Own,1965,P2
38,Female,48219,Graduate,Married,21,440083,48,353,0,Rent,4178,P4
25,Female,78315,Graduate,Single,23,355051,24,629,5,Own,1625,P4
62,Male,172271,Graduate,Married,8,432677,12,470,0,None,4545,P3
62,Female,27457,Graduate,Married,27,47945,24,305,3,Own,3607,P4
47,Female,191366,Graduate,Single,1,24495,24,304,0,None,3494,P4
65,Male,179659,Not Graduate,Married,2,171227,24,484,2,Rent,438,P3
21,Male,47485,Graduate,Married,20,425686,36,554,3,None,737,P4
48,Female,45007,Graduate,Married,17,251774,24,551,4,None,4918,P4
22,Male,144535,Not Graduate,Single,17,362044,12,707,3,None,3842,P3
63,Male,21817,Graduate,Married,28,126319,12,590,2,Rent,1286,P4
51,Male,111050,Graduate,Single,26,170477,48,732,1,Own,4295,P2
62,Female,31865,Not Graduate,Married,22,439565,48,463,4,Rent,1540,P4
46,Male,115670,Not Graduate,Married,5,247599,24,427,4,Own,1756,P4
24,Male,83036,Graduate,Married,2,390920,60,597,4,Own,1520,P4
22,Male,147168,Not Graduate,Married,4,321758,36,358,4,None,2471,P4
36,Male,178528,Not Graduate,Married,19,91907,48,721,1,Rent,3809,P2
54,Female,107973,Graduate,Single,22,472051,48,402,5,Own,832,P4
27,Female,135519,Graduate,Married,24,473368,24,804,5,None,4838,P3
59,Female,128059,Graduate,Married,3,391142,36,842,2,Own,1522,P2
31,Female,197287,Not Graduate,Single,8,237402,36,596,1,None,4843,P3
43,Female,61562,Graduate,Married,10,217108,36,471,2,Rent,4349,P4
30,Male,63008,Graduate,Married,19,152372,48,486,2,Own,2738,P3
41,Female,88131,Graduate,Married,1,324483,24,536,5,Own,444,P4
41,Male,152605,Not Graduate,Married,26,158465,12,564,1,None,2869,P3
21,Female,175744,Graduate,Single,2,97006,12,341,5,Own,3812,P4
46,Female,70053,Graduate,Single,16,35041,36,408,1,None,4911,P4
56,Male,39782,Graduate,Married,28,214851,60,734,5,Rent,488,P3
63,Female,129557,Not Graduate,Single,6,408604,24,329,5,Own,3724,P4
35,Female,127564,Graduate,Married,21,396694,36,547,3,Rent,1463,P3
60,Male,87459,Not Graduate,Single,17,425455,12,782,0,Rent,3750,P3
60,Female,53171,Graduate,Single,25,305262,48,348,3,Own,2912,P4
65,Male,172977,Graduate,Married,18,434481,12,809,5,Rent,4333,P2
37,Male,172377,Graduate,Married,26,392709,36,560,5,Own,16,P3
59,Male,154556,Graduate,Single,12,404308,60,533,2,Own,2527,P3
46,Male,124228,Graduate,Married,5,257359,24,693,2,None,3377,P2
23,Female,67057,Not Graduate,Married,21,47282,60,728,2,Rent,1896,P2
33,Female,92549,Graduate,Single,29,193171,12,560,1,Rent,1581,P3
51,Female,32317,Not Graduate,Married,13,424367,12,345,3,Rent,1637,P4
28,Female,64968,Graduate,Married,25,372558,12,833,5,Rent,3743,P3
40,Female,101079,Not Graduate,Married,27,11206,24,304,1,Own,1038,P4
55,Male,98632,Graduate,Single,20,51408,36,780,5,None,4877,P3
27,Male,34467,Graduate,Married,24,330989,60,539,0,Rent,1045,P4
43,Female,192371,Graduate,Married,17,489411,24,583,0,None,2082,P3
30,Female,68283,Not Graduate,Married,24,367054,24,721,5,None,4966,P4
45,Male,111658,Not Graduate,Married,10,474445,12,818,0,Rent,150,P3
31,Female,103746,Not Graduate,Single,16,37870,48,382,2,Rent,1682,P4
64,Male,104508,Not Graduate,Married,2,440783,36,747,5,Own,4245,P4
24,Male,172106,Graduate,Single,6,68500,12,664,2,Own,1581,P2
64,Male,154330,Graduate,Married,17,442718,36,502,1,Rent,1373,P3
56,Male,176175,Graduate,Single,22,487259,24,534,0,Own,5,P3
59,Male,88228,Not Graduate,Married,0,257973,36,725,4,Own,743,P4
59,Female,67727,Graduate,Single,2,268606,24,377,1,Rent,980,P4
29,Female,96936,Graduate,Married,0,251483,48,578,0,Own,4396,P3
62,Female,121068,Not Graduate,Single,16,278853,12,697,2,Own,2731,P3
47,Male,80650,Graduate,Married,10,410941,36,597,1,Rent,1162,P4
64,Female,102810,Not Graduate,Married,1,144335,48,546,5,Own,4047,P4
60,Female,47165,Graduate,Married,24,145212,12,586,4,Own,3027,P4
47,Male,125092,Not Graduate,Married,16,484391,60,581,5,Own,1578,P4
37,Male,148486,Not Graduate,Married,0,425708,48,742,5,Rent,1270,P4
26,Male,114888,Not Graduate,Single,21,272449,24,752,5,None,1103,P3
25,Female,177146,Graduate,Single,28,104435,36,806,3,Own,3563,P1
38,Female,199222,Graduate,Single,12,477983,48,339,1,Rent,3582,P4
57,Female,183007,Graduate,Single,29,440158,36,476,0,Own,3244,P3
43,Female,36736,Graduate,Married,12,167532,48,783,0,Rent,2236,P4
42,Female,178545,Not Graduate,Married,2,272837,60,653,1,Own,2546,P2
32,Male,80067,Graduate,Single,3,212601,24,507,5,None,4490,P4
46,Female,101321,Graduate,Married,2,422390,12,646,1,Rent,2775,P4
49,Male,94156,Graduate,Married,9,345177,36,555,0,Rent,3072,P4
65,Female,71132,Not Graduate,Married,11,249106,36,789,5,Own,1136,P3
53,Female,177902,Graduate,Married,13,484147,48,607,2,None,2277,P3
48,Female,134826,Graduate,Married,14,306174,24,546,2,Own,109,P3
61,Male,194055,Graduate,Married,26,244607,60,643,1,Rent,2307,P2
40,Female,191847,Graduate,Married,0,463760,12,404,5,Rent,4004,P4
63,Female,95557,Not Graduate,Single,27,227644,36,724,2,Rent,3354,P3
37,Female,150869,Graduate,Single,7,212015,36,411,5,None,4447,P4
26,Female,110426,Not Graduate,Married,29,197329,48,313,5,Rent,1701,P4
39,Male,109073,Not Graduate,Married,4,114041,24,328,2,Rent,3890,P4
26,Male,153135,Not Graduate,Married,3,143236,60,336,4,Own,3661,P4
26,Male,143986,Not Graduate,Married,3,50035,12,355,0,Own,3540,P4
60,Female,184115,Not Graduate,Married,9,365433,60,327,4,Rent,3997,P4
56,Male,159057,Graduate,Single,29,297040,36,465,5,Rent,2360,P4
30,Female,131986,Graduate,Single,14,466626,36,829,1,Rent,1709,P2
58,Male,185469,Not Graduate,Married,5,307487,24,356,0,Rent,2920,P4
24,Female,38429,Not Graduate,Single,19,44795,24,672,0,Rent,1921,P3
33,Male,157379,Graduate,Single,15,312249,36,779,5,Own,3458,P2
52,Female,90611,Graduate,Single,21,91748,24,745,1,Own,4330,P2
34,Male,97974,Graduate,Married,22,23397,12,499,2,None,131,P3
53,Male,160702,Graduate,Single,24,332988,36,329,2,Own,3105,P4
60,Female,69249,Graduate,Single,4,18570,36,503,1,Own,2118,P3
23,Male,179054,Graduate,Married,15,207503,48,631,0,Rent,524,P2
22,Male,109979,Graduate,Single,19,448232,36,717,2,Own,1123,P3
63,Male,82820,Not Graduate,Single,17,131761,36,378,5,Rent,4128,P4
44,Female,79072,Not Graduate,Married,30,349274,36,466,2,Rent,1822,P4
43,Male,95766,Not Graduate,Married,29,191438,36,631,4,Rent,437,P3
41,Male,189698,Not Graduate,Married,25,61092,48,694,4,None,3746,P2
40,Female,38475,Graduate,Single,7,102526,48,471,4,None,1186,P4
52,Female,111434,Graduate,Married,16,41945,60,753,3,Rent,1817,P2
47,Male,170301,Not Graduate,Married,24,79700,36,741,2,None,981,P2
28,Male,104970,Not Graduate,Married,8,85119,12,498,1,Own,3696,P3
49,Male,121883,Not Graduate,Single,22,442219,36,595,1,Own,4592,P3
51,Male,82675,Not Graduate,Single,7,404425,24,563,3,Rent,4860,P4
26,Female,44518,Not Graduate,Married,4,179910,12,668,2,Rent,374,P4
37,Male,135093,Not Graduate,Married,7,362928,60,477,2,Own,4617,P4
56,Female,185592,Not Graduate,Married,28,106144,48,481,2,Own,3174,P3
48,Female,113609,Not Graduate,Married,30,321133,48,533,5,Own,4139,P4
27,Male,97767,Graduate,Single,26,105194,48,418,3,Own,375,P3
22,Male,43228,Graduate,Married,8,322192,60,619,5,Own,4265,P4
47,Male,190052,Graduate,Single,24,182038,48,827,5,None,1638,P1
41,Female,176458,Graduate,Single,6,430143,48,492,3,None,1970,P4
64,Female,182352,Not Graduate,Single,3,418354,48,774,0,Rent,4480,P2
44,Male,84622,Graduate,Married,8,170062,48,555,5,Rent,3658,P4
62,Male,132554,Graduate,Married,4,25369,48,391,2,Own,2561,P3
30,Female,97864,Not Graduate,Married,19,164504,12,573,2,Rent,3335,P4
41,Male,62237,Graduate,Single,21,144573,36,575,2,Rent,1778,P3
27,Male,57020,Not Graduate,Single,1,215586,24,313,0,Rent,4915,P4
46,Male,89093,Graduate,Single,3,289296,60,564,3,Own,349,P3
29,Female,119612,Graduate,Single,14,494890,36,390,0,None,2875,P4
43,Female,41960,Graduate,Married,3,36050,36,737,4,None,221,P3
36,Male,146370,Graduate,Single,25,279675,36,598,5,Own,2149,P3
29,Male,102398,Graduate,Single,12,89955,48,467,2,None,2542,P4
25,Male,178610,Graduate,Married,12,275716,48,301,2,Own,4187,P4
44,Female,70183,Graduate,Single,0,320236,24,614,4,None,4693,P4
63,Male,29289,Graduate,Single,21,405749,60,688,5,Rent,3748,P4
29,Male,76170,Not Graduate,Single,22,282199,48,533,0,Rent,4821,P4
39,Male,195200,Graduate,Single,23,93142,24,798,2,Rent,624,P1
31,Female,77959,Graduate,Married,16,457263,48,408,1,Rent,2629,P4
57,Male,146687,Graduate,Married,8,205673,36,715,0,None,2981,P2
39,Female,171793,Not Graduate,Married,2,242367,24,573,0,None,386,P3
64,Female,71174,Not Graduate,Single,9,322475,60,473,3,Rent,2962,P4
32,Female,135668,Not Graduate,Married,16,136165,24,458,4,None,212,P4
24,Male,56805,Not Graduate,Single,3,494069,60,547,3,Rent,3158,P4
47,Male,85197,Graduate,Married,1,27056,48,344,1,Rent,1107,P4
50,Male,73296,Not Graduate,Married,6,81462,60,658,2,Own,4708,P3
65,Male,141030,Graduate,Married,2,495111,48,525,5,None,1632,P4
60,Female,177631,Not Graduate,Single,0,228753,48,674,5,Rent,3010,P4
60,Male,65429,Graduate,Married,15,447157,12,583,0,Rent,3047,P4
49,Male,72450,Graduate,Married,23,453263,60,838,3,Rent,4350,P3
37,Female,167770,Not Graduate,Married,15,495241,48,345,3,None,1685,P4
40,Male,103308,Not Graduate,Married,2,364138,24,571,2,Own,1792,P4
27,Male,112351,Not Graduate,Single,10,343220,24,595,2,Own,3415,P3
40,Female,147033,Graduate,Married,1,308821,12,437,4,Own,286,P4
37,Female,44765,Graduate,Married,19,343242,24,670,5,Own,2769,P4
22,Female,176959,Graduate,Married,7,132268,12,499,1,Own,1876,P2
30,Male,85740,Graduate,Married,12,408520,60,720,5,Rent,4890,P4
45,Female,138543,Graduate,Married,27,97669,36,808,5,Own,2663,P1
37,Female,97793,Graduate,Married,18,242364,48,770,0,None,3857,P2
65,Male,155560,Not Graduate,Married,23,190235,60,648,1,None,4167,P2
42,Male,130085,Graduate,Married,10,381926,60,695,2,Own,732,P3
64,Female,51198,Not Graduate,Married,28,131278,36,776,3,Rent,3159,P3
50,Male,53812,Not Graduate,Single,22,107232,12,840,1,Own,3399,P3
22,Male,177934,Not Graduate,Married,15,405196,48,698,2,Rent,2211,P3
30,Female,113529,Graduate,Single,17,245995,60,803,0,Rent,992,P2
52,Female,69629,Graduate,Single,19,361748,24,831,0,Rent,2309,P3
45,Male,45786,Graduate,Single,4,440049,12,396,2,Rent,255,P4
34,Female,43108,Not Graduate,Married,7,418423,48,576,3,Rent,4984,P4
44,Female,185583,Graduate,Single,21,202969,48,496,2,Rent,444,P2
61,Female,195724,Graduate,Single,13,89685,12,823,2,None,706,P1
38,Male,90830,Not Graduate,Single,24,480209,12,709,2,None,684,P4
23,Male,56295,Not Graduate,Single,16,158435,36,788,3,Rent,1027,P4
34,Female,95398,Not Graduate,Married,2,385759,12,492,4,Own,919,P4
63,Male,44597,Graduate,Single,20,385433,12,764,3,Rent,3127,P4
55,Female,118938,Not Graduate,Single,18,224113,24,344,0,None,558,P4
58,Female,132684,Graduate,Married,11,85956,36,817,0,Rent,3507,P2
62,Male,197352,Graduate,Married,24,238707,60,426,2,Rent,2037,P3
26,Female,77395,Not Graduate,Single,10,77074,36,589,1,Own,1975,P3
33,Female,55606,Not Graduate,Married,3,179309,60,694,3,Rent,2548,P4
23,Female,44002,Graduate,Single,3,194614,48,709,4,Rent,160,P4
21,Female,87891,Graduate,Married,27,261550,24,416,1,None,2501,P4
58,Female,128202,Graduate,Single,11,97286,36,605,2,Own,2610,P2
63,Female,31993,Not Graduate,Married,12,423698,12,592,1,Own,3746,P4
28,Female,156618,Not Graduate,Single,9,44056,60,727,2,Own,721,P2
53,Female,102819,Graduate,Married,22,492893,24,476,2,Own,256,P4
45,Male,162776,Graduate,Single,18,159823,60,720,0,Rent,280,P1
24,Male,103449,Not Graduate,Married,27,247319,48,639,3,Own,4795,P3
62,Male,47992,Not Graduate,Married,27,438422,24,717,1,Rent,1724,P4
60,Female,23863,Graduate,Married,30,328845,36,782,4,Rent,1180,P3
46,Male,120236,Not Graduate,Married,10,32983,12,536,4,Rent,678,P4
52,Female,117099,Not Graduate,Single,18,304026,48,538,1,Rent,1281,P4
38,Male,166462,Graduate,Married,10,285222,12,738,5,Rent,2195,P2
56,Male,177906,Not Graduate,Married,21,466657,48,730,0,Rent,4850,P2
41,Male,48995,Not Graduate,Single,23,283687,12,782,3,Own,3809,P4
65,Female,76643,Graduate,Married,7,496101,12,603,4,Rent,4258,P4
23,Female,57383,Not Graduate,Married,26,267766,24,650,3,Rent,235,P4
28,Female,39208,Not Graduate,Single,8,100203,12,332,3,Own,2872,P4
64,Female,20434,Graduate,Married,30,255227,60,550,2,None,2499,P4
33,Male,34816,Graduate,Single,26,459109,60,435,0,Rent,976,P4
34,Female,114434,Not Graduate,Single,0,13532,60,770,4,Own,2485,P2
56,Male,47335,Graduate,Married,12,202464,48,367,5,Rent,2923,P4
29,Male,55042,Graduate,Married,12,28488,24,728,4,Own,8,P2
44,Female,41210,Graduate,Single,25,421743,48,761,0,Rent,4905,P4
33,Female,150364,Not Graduate,Married,22,258047,48,558,1,Own,3691,P3
29,Male,134423,Not Graduate,Single,1,359487,24,668,4,Own,4628,P3
64,Female,193199,Not Graduate,Married,26,484314,60,619,4,Own,448,P3
29,Male,40069,Not Graduate,Married,6,416973,60,679,2,Rent,300,P4
25,Female,57576,Graduate,Single,11,206948,24,677,1,Own,4661,P4
51,Female,102026,Graduate,Married,5,467763,36,439,2,Own,4665,P4
60,Female,136838,Not Graduate,Married,4,238802,60,679,0,Own,3197,P2
26,Female,43414,Graduate,Married,16,489406,24,796,0,Own,1003,P3
52,Female,58130,Not Graduate,Single,2,491122,60,471,0,Rent,1439,P4
45,Male,95872,Graduate,Single,2,114709,24,468,4,Own,3972,P4
58,Female,23241,Graduate,Married,24,390661,60,461,0,Rent,4627,P4
26,Male,91149,Not Graduate,Married,10,350458,24,802,3,Rent,3358,P3
64,Male,156540,Graduate,Single,20,386205,48,788,1,Own,2002,P1
48,Female,114795,Graduate,Married,30,88041,36,491,4,Rent,4109,P3
58,Female,98121,Graduate,Married,1,254844,24,816,0,Rent,1301,P3
37,Male,107825,Graduate,Married,24,79974,36,719,5,Rent,646,P2
63,Male,190422,Graduate,Married,3,449467,24,521,0,Rent,1922,P3
49,Female,113679,Not Graduate,Married,23,437296,48,754,5,Own,2338,P3
26,Male,116171,Graduate,Single,9,292682,60,803,0,Rent,3058,P2
62,Male,187547,Not Graduate,Single,4,69281,36,778,0,None,3441,P1
56,Male,48347,Not Graduate,Married,7,330065,24,559,0,Rent,3618,P4
34,Male,37273,Graduate,Married,11,222446,48,419,4,Rent,1022,P4
45,Female,100959,Graduate,Married,22,394840,36,392,2,Rent,3309,P4
38,Female,77345,Not Graduate,Married,21,54169,60,755,2,None,224,P2
45,Female,56520,Not Graduate,Single,22,206259,24,703,4,Own,4607,P4
64,Male,41510,Not Graduate,Married,0,183985,36,690,1,Rent,2210,P4
61,Female,178046,Graduate,Single,30,476869,36,325,3,Rent,4781,P4
30,Female,130573,Not Graduate,Married,13,152635,60,831,1,Rent,4339,P2
64,Male,144363,Not Graduate,Married,3,494064,12,362,0,Rent,985,P4
40,Male,41255,Not Graduate,Single,28,461397,48,619,5,Rent,557,P4
52,Male,81423,Graduate,Married,24,295633,60,818,2,Rent,4563,P3
55,Female,131750,Not Graduate,Married,2,91466,24,433,5,Rent,2457,P4
42,Female,115008,Graduate,Married,13,114917,36,585,2,Own,533,P3
41,Male,145079,Not Graduate,Single,28,13506,24,762,5,None,3045,P2
41,Male,140507,Graduate,Married,21,388577,36,446,1,Own,4785,P3
59,Male,94401,Not Graduate,Married,6,364116,60,356,3,Own,3006,P4
38,Female,160915,Graduate,Married,21,164458,24,564,2,Own,1296,P2
33,Male,66732,Not Graduate,Married,5,366985,24,738,5,Rent,1685,P4
37,Male,34426,Graduate,Married,10,290666,36,618,2,Rent,1329,P4
29,Male,184408,Graduate,Married,6,409190,36,543,4,Rent,2692,P4
38,Female,24053,Not Graduate,Single,21,47918,48,652,2,Rent,2108,P4
26,Male,71060,Not Graduate,Single,28,103445,12,328,2,Own,1714,P4
25,Female,40601,Graduate,Married,1,404659,60,491,4,Own,908,P4
53,Female,61729,Not Graduate,Married,18,187980,48,783,3,None,145,P3
24,Female,91099,Graduate,Married,7,479749,60,513,2,Rent,4139,P4
46,Male,43329,Not Graduate,Married,23,440983,36,831,0,None,4016,P3
56,Male,104007,Not Graduate,Single,4,51639,36,602,0,Own,623,P3
53,Male,186919,Not Graduate,Married,11,204785,24,814,3,None,1139,P2
41,Female,44563,Not Graduate,Single,6,367142,60,645,0,None,2196,P4
29,Female,186785,Graduate,Married,27,72514,12,530,3,Rent,2980,P2
62,Female,94007,Graduate,Single,2,431116,36,807,5,Rent,4536,P4
58,Female,126642,Not Graduate,Single,18,53601,24,448,4,Own,3486,P3
48,Female,99492,Graduate,Single,3,59205,48,516,4,Rent,3177,P4
24,Male,76994,Graduate,Single,18,274006,60,698,1,Rent,3720,P3
22,Female,39636,Not Graduate,Single,23,127164,48,781,3,Rent,3036,P4
35,Female,126801,Graduate,Married,23,321382,12,406,1,Own,4649,P3
28,Male,184999,Graduate,Married,1,198976,24,847,5,Rent,4974,P2
59,Female,113742,Not Graduate,Married,23,139026,12,537,0,Rent,2257,P3
30,Male,127846,Graduate,Single,9,419197,36,486,3,Rent,112,P4
33,Male,135874,Graduate,Married,21,83943,12,370,2,Rent,4971,P3
64,Male,89936,Graduate,Single,29,249248,48,315,0,None,1599,P4
57,Male,41708,Graduate,Married,3,88400,36,607,1,Own,1340,P3
30,Male,111243,Not Graduate,Single,11,72796,24,633,4,Own,625,P3
38,Male,176407,Not Graduate,Married,26,106565,60,351,3,Own,3812,P4
44,Female,76555,Not Graduate,Single,4,131903,48,797,0,None,923,P3
50,Male,176865,Graduate,Married,8,208956,48,599,0,Rent,4823,P2
63,Male,173780,Graduate,Married,17,236352,24,329,3,Rent,1080,P4
60,Female,64065,Graduate,Single,30,73688,24,763,3,None,362,P2
64,Male,123503,Not Graduate,Married,9,24435,36,408,2,Rent,3135,P4
22,Male,154560,Not Graduate,Married,11,51856,48,670,0,Own,1029,P2
31,Male,109081,Graduate,Single,24,317344,60,672,0,Rent,1360,P3
46,Female,145887,Not Graduate,Single,3,487103,48,746,0,Rent,526,P3
23,Male,183960,Not Graduate,Married,10,17534,12,746,0,Rent,3321,P2
36,Female,132909,Graduate,Married,9,22202,60,843,3,Own,1100,P1
27,Male,170837,Not Graduate,Married,12,391532,24,347,2,Own,3691,P4
62,Male,164174,Not Graduate,Married,17,363856,12,501,1,Rent,1297,P3
23,Female,166305,Graduate,Single,6,368256,36,500,3,Own,2009,P3
27,Female,173424,Graduate,Married,12,90649,36,507,4,None,2460,P3
29,Male,60609,Not Graduate,Married,28,433393,12,431,1,Own,2682,P4
27,Male,23303,Not Graduate,Married,25,313681,24,428,3,None,4140,P4
46,Female,47562,Not Graduate,Single,29,83067,24,831,0,Own,660,P1
37,Male,64941,Not Graduate,Married,21,62234,36,795,3,None,1139,P3
62,Male,144218,Not Graduate,Married,18,303280,48,676,2,Rent,3763,P3
32,Female,111790,Graduate,Single,6,390620,48,605,0,Own,4278,P3
45,Male,104356,Graduate,Single,4,391609,12,562,4,Own,2096,P4
50,Female,21634,Graduate,Married,16,295828,12,675,1,Own,28,P3
49,Female,143068,Not Graduate,Single,12,260296,48,775,4,Rent,4174,P3
56,Female,85564,Not Graduate,Married,24,349231,60,534,2,Own,3058,P4
30,Male,156913,Not Graduate,Married,0,69748,12,596,4,Own,2631,P3
43,Male,40297,Graduate,Married,27,185623,24,802,4,Rent,1946,P3
57,Male,73156,Graduate,Married,5,53968,12,802,2,Rent,3484,P2
59,Male,29845,Not Graduate,Single,12,420238,36,426,4,Rent,1443,P4
48,Female,71237,Graduate,Married,11,304919,24,431,2,Own,1793,P4
50,Female,186205,Graduate,Single,28,389729,12,412,3,Rent,3845,P3
59,Female,108350,Not Graduate,Married,22,251316,60,315,1,Own,1859,P4
49,Female,99120,Not Graduate,Married,1,465288,48,682,2,Rent,4733,P4
63,Female,69239,Not Graduate,Married,26,465133,36,536,0,Own,2182,P4
26,Male,67676,Graduate,Married,20,310105,48,317,2,None,2812,P4
36,Male,140113,Graduate,Single,2,417752,24,412,0,Rent,3180,P4
26,Male,197332,Graduate,Single,24,331488,60,593,2,Rent,3495,P2
25,Female,154412,Graduate,Single,1,363256,36,760,5,None,2533,P3
42,Male,152659,Graduate,Single,13,127353,24,665,2,None,1815,P2
31,Female,104967,Graduate,Married,5,491287,36,593,2,Rent,4022,P4
39,Male,37755,Not Graduate,Married,0,96252,36,402,5,Rent,3581,P4
40,Female,150284,Graduate,Married,17,348832,48,459,0,None,274,P3
48,Female,165571,Graduate,Single,21,305376,60,730,4,Own,3126,P2
63,Male,111879,Graduate,Married,14,50719,24,726,3,Rent,4503,P2
59,Male,36471,Not Graduate,Married,10,388446,48,778,2,Rent,2800,P4
38,Male,148317,Graduate,Single,15,43393,12,590,1,Rent,4631,P3
35,Male,185792,Graduate,Married,4,257243,24,450,3,None,1951,P4
55,Male,60494,Graduate,Married,1,408856,36,577,2,Rent,1220,P4
26,Female,48699,Graduate,Married,4,66970,36,793,2,Rent,2494,P3
45,Male,152992,Not Graduate,Married,1,183548,48,399,4,None,503,P4
40,Male,79729,Graduate,Married,23,256617,12,766,2,Rent,323,P3
29,Female,148723,Graduate,Single,18,462521,60,848,4,Own,2859,P2
48,Female,146572,Not Graduate,Single,5,194074,36,751,1,Own,148,P2
35,Male,67989,Graduate,Married,17,63532,36,663,4,Rent,320,P2
29,Female,27606,Not Graduate,Single,15,70054,48,525,3,Own,2276,P4
50,Male,120075,Graduate,Single,3,103399,48,771,5,Rent,1148,P2
28,Male,93398,Not Graduate,Single,30,433987,36,388,2,None,898,P4
51,Male,173956,Graduate,Single,29,387718,36,718,1,Own,2538,P1
28,Male,84436,Graduate,Single,23,211805,24,521,2,None,1639,P3
40,Male,64914,Graduate,Married,25,424500,36,577,3,Rent,3069,P4
57,Female,174833,Not Graduate,Married,16,459610,24,555,2,None,2128,P3
31,Male,152477,Graduate,Married,24,434263,48,305,5,Own,971,P4
55,Male,131305,Not Graduate,Married,16,7247,36,843,0,Rent,3522,P1
53,Male,191714,Not Graduate,Single,5,54074,24,667,1,Rent,4664,P2
61,Male,160940,Graduate,Single,5,364110,36,630,5,Rent,3635,P4
28,Male,175924,Graduate,Married,26,193992,60,355,4,None,906,P4
53,Female,163821,Graduate,Single,13,83645,36,729,0,None,2788,P2
63,Female,92274,Not Graduate,Single,22,324961,24,829,5,Own,768,P3
55,Female,31224,Not Graduate,Married,4,180956,36,748,2,Rent,130,P4
29,Male,129297,Graduate,Single,13,459804,48,437,3,Rent,811,P4
57,Female,157681,Graduate,Married,2,290520,12,399,0,Own,4048,P3
25,Female,198519,Not Graduate,Married,6,123312,36,502,0,None,4648,P3
47,Female,142690,Graduate,Married,3,467620,12,312,4,Rent,2986,P4
43,Male,122319,Graduate,Single,6,302170,60,603,1,None,4394,P4
44,Female,123629,Graduate,Married,18,151667,48,552,0,None,2048,P3
44,Male,40705,Graduate,Married,0,76042,12,576,4,Own,165,P4
22,Female,21327,Not Graduate,Single,6,279731,36,845,1,Rent,4522,P4
43,Male,28177,Not Graduate,Single,21,374903,60,660,5,Rent,3633,P4
63,Female,182878,Graduate,Married,4,418773,60,529,1,None,3294,P3
40,Male,162257,Graduate,Married,17,68124,12,731,0,Rent,367,P2
33,Female,66831,Not Graduate,Single,26,218897,24,503,2,Own,4813,P4
65,Male,96253,Graduate,Single,24,499992,12,717,1,Rent,376,P3
25,Female,107051,Graduate,Married,3,332129,24,813,3,Own,77,P2
42,Male,64426,Graduate,Married,4,50672,60,800,1,Rent,380,P2
44,Female,96082,Not Graduate,Married,21,458953,48,585,5,None,4706,P4
42,Female,82581,Not Graduate,Single,10,344242,24,558,2,Own,4148,P4
62,Male,145062,Not Graduate,Married,12,232769,24,519,4,Own,565,P4
39,Male,156327,Graduate,Single,14,389634,48,594,4,Rent,2137,P3
64,Female,37717,Not Graduate,Married,17,325960,36,815,5,None,2642,P4
24,Male,103744,Graduate,Single,13,132705,36,781,3,Own,2785,P2
54,Male,198423,Not Graduate,Married,0,399243,36,634,1,Own,1009,P3
47,Female,176330,Graduate,Single,2,131140,60,455,3,Rent,154,P3
31,Male,162878,Graduate,Married,0,118311,36,507,2,Rent,154,P3
31,Male,152287,Graduate,Married,8,300093,48,435,3,Own,4505,P4
53,Male,20778,Graduate,Married,25,14239,60,402,1,None,3109,P4
49,Male,195323,Graduate,Married,30,317085,24,305,3,None,4911,P4
48,Male,152334,Not Graduate,Married,14,277536,48,726,5,Rent,4302,P3
23,Male,179931,Not Graduate,Single,0,361661,60,706,4,Own,1176,P3
47,Male,183602,Not Graduate,Single,2,83852,24,398,5,Rent,448,P4
65,Male,65818,Graduate,Married,25,292246,24,678,0,Own,3283,P3
21,Male,22487,Graduate,Married,10,223607,12,391,3,Rent,1124,P4
42,Male,138631,Graduate,Married,27,91361,48,452,0,Rent,3394,P2
43,Male,102616,Graduate,Single,15,228697,48,442,1,Own,4838,P3
61,Female,23697,Graduate,Married,27,462451,48,371,4,Own,4832,P4
33,Male,68745,Not Graduate,Married,4,413019,24,701,0,Own,1256,P4
42,Female,198400,Not Graduate,Married,26,87472,48,323,2,Own,2419,P3
53,Female,85406,Graduate,Married,16,424133,12,523,0,Own,3536,P4
23,Female,66981,Not Graduate,Married,13,284793,48,568,1,Rent,1189,P4
57,Female,137819,Not Graduate,Married,16,28351,36,617,0,Rent,2815,P2
57,Male,139663,Graduate,Married,10,460402,60,406,2,Own,1801,P4
53,Female,79779,Not Graduate,Single,18,265332,60,559,3,Own,2870,P4
50,Male,172848,Graduate,Married,23,456920,36,737,3,None,3198,P2
54,Female,124455,Graduate,Single,25,53700,48,506,5,Rent,4382,P3
56,Male,48883,Not Graduate,Married,30,88113,60,823,0,None,2362,P2
